2707|晶華|觀光餐旅|35.95|28.89|37.64|33.46|25.38|22.62|5.73|8.62|2.89|12.67|10.75|183
2727|王品|觀光餐旅|47.7|8.3|6.5|47.6|7.8|6.3|5.04|9.86|4.82|13.19|16.12|237.5
2903|遠百|貿易百貨|57.96|14.91|7.26|60.47|13.09|2.83|0.39|0.55|0.16||1.25|22.35
2905|三商|貿易百貨|9.65|-0.23|0|15.26|9.74|8.59|0.03|1.93|1.9|6.51|0|17.65
2912|統一超|貿易百貨|34.58|4.26|4.03|34.58|4.18|4.07|2.97|6.09|3.12|19.32|9|214.5
2915|潤泰全|貿易百貨|44.7|-1.96|649.29|49.29|13.32|1184.77|2.59|8.95|6.36|4.28|1.9|59.5
2923|鼎固-KY|建材營造|59.16|52.88|1.41|48.68|-22.34|5.91|0.02|-0.11|-0.13||0.12|25.25
3005|神基|電子工業|31.06|13.51|12.63|31.7|16.82|14.42|1.74|4.2|2.46|13.84|6.79|116.5
3006|晶豪科|半導體業|47.52|31.03|28.4|68.7|51.43|42.34|7.22|27.43|20.21|8.09|1|237
3008|大立光|光電業|49.41|37.39|39.73|49.42|37.67|34.58|46.63|82.3|35.67|24.52|93.5|4610
3010|華立|電子工業|8.14|3.83|3.4|8.34|4.24|4.21|2.47|5.93|3.46||5.3|126
3013|晟銘電|電腦及週邊設備業|21.15|13.33|9.6|20.52|13.36|9|1.37|2.78|1.41|15.88|0.4|82.9
3014|聯陽|半導體業|57.22|28.73|26.45|57.22|28.24|26.6|2.85|5.88|3.03|13.13|7.5|130
3016|嘉晶|半導體業|17.77|10.6|9.5|23.45|16.92|14.34|0.35|1|0.65|82|0.5|98.4
3017|奇鋐|電子工業|29.77|24.51|17.69|32.57|27.43|20.93|20.17|44.07|23.9|43.12|17.9|3235
3019|亞光|光電業|17.29|7.77|5.71|18.39|10.05|7.76|1.05|2.98|1.93|22.85|4.6|135.5
3022|威強電|電腦及週邊設備業|28.15|2.29|10.48|27.7|9.15|16.74|0.96|3.3|2.34|11.98|3.5|90.2
3023|信邦|電子工業|24.51|11.53|10.4|24.55|10.42|10.09|3.6|7.4|3.8|23.34|9.1|312
3026|禾伸堂|電子工業|24.24|13.36|12.59|26.18|15.28|14.95|2.86|6.71|3.85|63.12|5.8|647
3028|增你強|電子通路業|9.10|5.40|4.08|7.55|3.96|2.67|3.05|5.24|2.19|9.35|3|67.1
3029|零壹|資訊服務業|11.80|5.60|5.03|12.84|7.01|5.78|1.77|3.63|1.86|15.83|5.5|111
3030|德律|其他電子業|60.27|38.16|33.85|58.69|38.95|30.96|3.5|7.36|3.86|22.35|7|
3033|威健|電子通路業|6.18|3.41|2.36|6.31|3.84|2.44|1.52|3.38|1.86|9.99|1.92|45.45
3034|聯詠|半導體業|39.06|17.4|16.28|42.42|22.57|22.09|6.19|16.59|10.4|17.86|23.00|527
3035|智原|半導體業|47.3|3.7|5.22|45.23|8.17|8.62|0.4|1.25|0.85|68.31|1.80|172
3036|文曄|電子工業|3.45|2.01|1.42|3.41|2.2|1.65|5.32|13|7.68|10.57|7.8|206
